rating,text,title,combined_text,predicted_rating_bert,predicted_rating_roberta
5.0,i purchase these for all my phones (when i get a new one) ... ive never cracked a screen before .. then i saw the company also made one in tempered glass ...very true its much thicker  but to put it on the phone is no better .. it quickly attracted so much dust  ... i couldnt use the expensive one for 6.99  meanwhile the 2 packages came at the same time which i was glad for because i ended up using this cheaper one that i got 6 for 1.99 for  instead of the tempered glass 6.99 one .. the bubbles on the glass one were impossible to get out !!  i suggest these instead of wasting your money on the glass one,EXCELLENT PRODUCT,EXCELLENT PRODUCT. i purchase these for all my phones (when i get a new one) ... ive never cracked a screen before .. then i saw the company also made one in tempered glass ...very true its much thicker  but to put it on the phone is no better .. it quickly attracted so much dust  ... i couldnt use the expensive one for 6.99  meanwhile the 2 packages came at the same time which i was glad for because i ended up using this cheaper one that i got 6 for 1.99 for  instead of the tempered glass 6.99 one .. the bubbles on the glass one were impossible to get out !!  i suggest these instead of wasting your money on the glass one,4,5
1.0,i was hoping for better results ... its a little thicker of course than the regular ones i usually get .. but it became soiled quickly and couldnt be used .. its no easier to install than the ones the company makes which i purchased prior to this purchase  i got 6 of them for 1.99  .. ive been using cell phones for yearsssssssssssssssss and NEVER once broke a screen and im disappointed that this was no better (bubble wise and lint wise) than the cheaper ones ..... im happy both came on the same day but im NOT happy i wasted 6.99 for this one and got 6 of the regular ones for 1.99 !!!  Heres the link  https://www.amazon.com/dp/B01EBHQJH0/ref=cm_cr_ryp_prd_ttl_sol_13,DONT WASTE YOUR TIME BUY THE CHEAPER ONES,DONT WASTE YOUR TIME BUY THE CHEAPER ONES. i was hoping for better results ... its a little thicker of course than the regular ones i usually get .. but it became soiled quickly and couldnt be used .. its no easier to install than the ones the company makes which i purchased prior to this purchase  i got 6 of them for 1.99  .. ive been using cell phones for yearsssssssssssssssss and NEVER once broke a screen and im disappointed that this was no better (bubble wise and lint wise) than the cheaper ones ..... im happy both came on the same day but im NOT happy i wasted 6.99 for this one and got 6 of the regular ones for 1.99 !!!  Heres the link  https://www.amazon.com/dp/B01EBHQJH0/ref=cm_cr_ryp_prd_ttl_sol_13,0,1
5.0,High quality materials and an amazing value for the price!,Honest seller with high quality products,Honest seller with high quality products. High quality materials and an amazing value for the price!,4,5
5.0,Works great. I tried all different types of phone holders before. That’s the only one doesn‘t fall off.,Works great,Works great. Works great. I tried all different types of phone holders before. That’s the only one doesn‘t fall off.,4,5
5.0,Nice,Works,Works. Nice,3,5
5.0,"I received this and had trouble figuring out the fingerprint reader instructions so I went through three of the sticky tabs before I figured it out.  Then I finally got the phone to read the new print to attach to the phone but upon trying it it would not work.  I was bummed but the case was so good I decided to live without it.  A few days after I tried it again and IT WORKED, I was so happy.  I mean it cost enough it should work ... right? I am absolutely happy now!",Sooo happy!,"Sooo happy!. I received this and had trouble figuring out the fingerprint reader instructions so I went through three of the sticky tabs before I figured it out.  Then I finally got the phone to read the new print to attach to the phone but upon trying it it would not work.  I was bummed but the case was so good I decided to live without it.  A few days after I tried it again and IT WORKED, I was so happy.  I mean it cost enough it should work ... right? I am absolutely happy now!",4,5
5.0,This is a very clever gadget.  Good one for the price.,Good gadget,Good gadget. This is a very clever gadget.  Good one for the price.,3,5
5.0,Good sturdy case,Nice,Nice. Good sturdy case,3,5
3.0,"I had to change my previous review. It seemed like a good, sturdy case, but one drop and it cracked. It definitely wasn't worth the money.",Good case,"Good case. I had to change my previous review. It seemed like a good, sturdy case, but one drop and it cracked. It definitely wasn't worth the money.",2,1
3.0,Doesn't look as good as pic. Seems cheaply made. I can't trust this on a $500 phone. Will be returning,Looks cheap,Looks cheap. Doesn't look as good as pic. Seems cheaply made. I can't trust this on a $500 phone. Will be returning,0,1
3.0,"I was really hoping this case would work because it is my late grandma's favorite color, but it didn't. If you have a phone with a raised glass, you won't be protected. Ive had it on my phone 1 day & now I've got to spend $100 for a new screen. My daughter dropped my phone & my screen cracked in 3 places.",Beware!!,"Beware!!. I was really hoping this case would work because it is my late grandma's favorite color, but it didn't. If you have a phone with a raised glass, you won't be protected. Ive had it on my phone 1 day & now I've got to spend $100 for a new screen. My daughter dropped my phone & my screen cracked in 3 places.",0,1
5.0,Super cute & beautiful packaging,Beautiful,Beautiful. Super cute & beautiful packaging,4,5
5.0,"My daughter loves this better than any case she has owned. It is very pretty, with lots of shine and glittery, but the glitter isnt rough and will not wear off. Its like it has a protective coating over it","Glittery, but wont rub off. Love it!!!","Glittery, but wont rub off. Love it!!!. My daughter loves this better than any case she has owned. It is very pretty, with lots of shine and glittery, but the glitter isnt rough and will not wear off. Its like it has a protective coating over it",3,5
5.0,Love it!,"Love it! So pretty, durable, and great protection","Love it! So pretty, durable, and great protection. Love it!",4,5
5.0,I absolutely love this. I only want this purple butterfly.  I need a new one but its s20 5g I need. 😔,Convenient,Convenient. I absolutely love this. I only want this purple butterfly.  I need a new one but its s20 5g I need. 😔,4,5
3.0,Cant read print.,Thumbprint doesnt work,Thumbprint doesnt work. Cant read print.,0,1
5.0,"Son bought this for an upcoming backpacking trip where he plans to use phone to play music, etc for entertainment.  Will couple this will a battery pack.  I didn't believe him hen he said it charged his phone in less than an hour. I plugged my phone in at 27% and within 45 minutes it was already at 60% reported charge (Samsung Galaxy S5 active (2800 mAh).  Of course I know that will drop a bit once it's taken off the charger but I think this will work perfectly for his trip. As other reviewers have mentioned the pocket is useless for anything other than the included cable.  What I found to work best was used that flap to make a tent of sort of one of the solar panels and place the phone under there in the shade so the battery wouldn't get too hot from sitting in the sun.  this worked great in that configuration. It will also work good to strap it to top of his backpack and get a longer cable to place battery pack inside the top pocket of his pack to be able to take advantage of the sunny spots on the trail.  All in all, I would certainly recommend this charger to anyone looking for a lightweight powerhouse of a solar charger.",Fast and light charger,"Fast and light charger. Son bought this for an upcoming backpacking trip where he plans to use phone to play music, etc for entertainment.  Will couple this will a battery pack.  I didn't believe him hen he said it charged his phone in less than an hour. I plugged my phone in at 27% and within 45 minutes it was already at 60% reported charge (Samsung Galaxy S5 active (2800 mAh).  Of course I know that will drop a bit once it's taken off the charger but I think this will work perfectly for his trip. As other reviewers have mentioned the pocket is useless for anything other than the included cable.  What I found to work best was used that flap to make a tent of sort of one of the solar panels and place the phone under there in the shade so the battery wouldn't get too hot from sitting in the sun.  this worked great in that configuration. It will also work good to strap it to top of his backpack and get a longer cable to place battery pack inside the top pocket of his pack to be able to take advantage of the sunny spots on the trail.  All in all, I would certainly recommend this charger to anyone looking for a lightweight powerhouse of a solar charger.",3,5
5.0,"Skinomi is my go to for screen protectors. Not only are they easy to install, but they provide amazing coverage/protection & your phone still remains fully functional when using touch screen (especially with fingerprint touch).<br /><br />I will always recommend Skinomi to anyone looking for a great quality screen protector.",The Best By Far!,"The Best By Far!. Skinomi is my go to for screen protectors. Not only are they easy to install, but they provide amazing coverage/protection & your phone still remains fully functional when using touch screen (especially with fingerprint touch).<br /><br />I will always recommend Skinomi to anyone looking for a great quality screen protector.",4,5
5.0,"This is the third cell phone car mount I have purchased and I must say that the third time is the charm!<br /><br />It's built well, versatile and really does a great job of holding the phone in place (unlike the mounts I have purchased in the past).<br /><br />I highly recommend this amazing product!",Best Mount I Have Ever Purchased!,"Best Mount I Have Ever Purchased!. This is the third cell phone car mount I have purchased and I must say that the third time is the charm!<br /><br />It's built well, versatile and really does a great job of holding the phone in place (unlike the mounts I have purchased in the past).<br /><br />I highly recommend this amazing product!",4,5
1.0,The color bled on other items in my bag.  Now all of the items have red streaks all over them....not at all pleased!,not at all pleased!,not at all pleased!. The color bled on other items in my bag.  Now all of the items have red streaks all over them....not at all pleased!,1,1
5.0,Fits the phone like a glove & doesn't prohibit wireless charging. Its a nice thickness & I think will protect my phone well.,Fits like a glove!,Fits like a glove!. Fits the phone like a glove & doesn't prohibit wireless charging. Its a nice thickness & I think will protect my phone well.,4,5
5.0,"Sturdy, fantastic, well made.... AWESOME!",AWESOME,"AWESOME. Sturdy, fantastic, well made.... AWESOME!",4,5
5.0,"I have tried so many screen protectors in my life, but this by far is the best. I had also purchased the matte version, but this one is so good I doubt I'll need them anytime soon. I was a little hesitant at first, especially when I saw air bubbles. I swear to you they were gone the next morning...just like the instructions said they would be. This screen protector is easy to apply & from what I can tell is very durable. Make sure you follow the directions & spray your fingers & adhesive side with the solution... it makes a difference. I will definitely buy this brand again... should I ever need it!",Best Screenprotector By Far!!!!!,"Best Screenprotector By Far!!!!!. I have tried so many screen protectors in my life, but this by far is the best. I had also purchased the matte version, but this one is so good I doubt I'll need them anytime soon. I was a little hesitant at first, especially when I saw air bubbles. I swear to you they were gone the next morning...just like the instructions said they would be. This screen protector is easy to apply & from what I can tell is very durable. Make sure you follow the directions & spray your fingers & adhesive side with the solution... it makes a difference. I will definitely buy this brand again... should I ever need it!",4,5
5.0,Had to return for a smaller case.,Wrong size,Wrong size. Had to return for a smaller case.,0,1
